meta_ref_id,quote,reports_any_result,reports_quantitative_result,reports_limitation
"Balliet, D., Wu, J., & De Dreu, C. K. W. (2014). Ingroup favoritism in cooperation: A meta-analysis. Psychological Bulletin, 140(6), 1556â€“1581. https://doi.org/10.1037/ a0037737","Balliet et al. (2014) further provided robust meta-analytic evidence for BGR, revealing that in-group favoritism, overall, did not emerge under the unilateral knowledge condition.",TRUE,FALSE,FALSE
"Balliet, D., Wu, J., & De Dreu, C. K. W. (2014). Ingroup favoritism in cooperation: A meta-analysis. Psychological Bulletin, 140(6), 1556â€“1581. https://doi.org/10.1037/ a0037737","Balliet et al. (2014) further provided robust meta-analytic evidence for BGR, revealing that in-group favoritism, overall, did not emerge under the unilateral knowledge condition",TRUE,FALSE,FALSE
"Banks, P. B., Carthey, A. J. R., & Bytheway, J. P. (2018). Australian native mammals recognize and respond to alien predators: A meta-analysis. Proceedings of the Royal Society B: Biological Sciences, 285, 20180857.","Many prey species use odor as a predator detection strategy and base their response on odor cues (Banks et al., 2018; Kuijper et al., 2014).",FALSE,FALSE,FALSE
"Banks, P. B., Carthey, A. J., & Bytheway, J. P. (2018). Australian native mammals recognize and respond to alien predators: A meta-analysis. Proceedings of the Royal Society B, 285, 20180857.","In their meta-analysis, Banks et al. (2018) found that threatened and nonthreatened Australian mammals are equally responsive to introduced predators, although their sample size was low.",TRUE,FALSE,TRUE
"Banks, P. B., Carthey, A. J., & Bytheway, J. P. (2018). Australian native mammals recognize and respond to alien predators: A meta-analysis. Proceedings of the Royal Society B, 285, 20180857.","Our findings reinforce the results of the meta-analysis by Banks et al. (2018) that Australian small mammals respond with equal wariness to native and introduced predators and by Anton et al. (2020), who found no evidence of naivety in terrestrial animals globally.",TRUE,FALSE,FALSE
"Banks, P. B., Carthey, A. J., & Bytheway, J. P. (2018). Australian native mammals recognize and respond to alien predators: A meta-analysis. Proceedings of the Royal Society B, 285, 20180857.","Similarly, a meta-analysis showed that Australian native mammals respond to the cues of introduced predators as strongly as to native predators (Banks et al., 2018)",TRUE,FALSE,FALSE
"Banks, P. B., Carthey, A. J., & Bytheway, J. P. (2018). Australian native mammals recognize and respond to alien predators: A meta-analysis. Proceedings of the Royal Society B, 285, 20180857.","Previous meta-analyses showed limited support for the prey naivety hypothesis (Anton et al., 2020; Banks et al., 2018), possibly due to the mixing of studies involving predator-experienced and inexperienced prey and of low- and high-risk predators.",TRUE,FALSE,TRUE
"Banks, P. B., Carthey, A. J., & Bytheway, J. P. (2018). Australian native mammals recognize and respond to alien predators: A meta-analysis. Proceedings of the Royal Society B, 285, 20180857.","Because the prey naivety hypothesis is based on the idea that prey responses evolve over many generations, some have logically predicted that prey should be particularly naÃ¯ve to introduced predators that are phylogenetically or functionally distant from native predators (Anton et al., 2020; Banks et al., 2018; Ehlman et al., 2019; Ricciardi & Atkinson, 2004; Sih et al., 2010)",TRUE,FALSE,FALSE
"Barker HL, Holeski LM, Lindroth RL (2019) Independent and interactive effects of plant genotype and environment on plant traits and insect herbivore performance: a meta-analysis with Salicaceae. Funct Ecol 33:422â€“435. https:// doi. org/ 10. 1111/ 1365- 2435. 13249","In a meta-analysis of Salicaceae (Populus and Salix) species, Barker et al. (2019) found strong contributions of genotype to phenotypic variation in levels of salicinoid phenolic glycosides and condensed tannins",TRUE,FALSE,FALSE
"Barker HL, Holeski LM, Lindroth RL (2019) Independent and interactive effects of plant genotype and environment on plant traits and insect herbivore performance: a meta-analysis with Salicaceae. Funct Ecol 33:422â€“435. https:// doi. org/ 10. 1111/ 1365- 2435. 13249","Levels of SPGs are highly responsive to genetic and developmental variation, but typically minimally responsive to environmental variation (Lindroth and St. Clair 2013; Barker et al. 2019; but see Wan et al. 2014).",TRUE,TRUE,FALSE
"Barker HL, Holeski LM, Lindroth RL (2019) Independent and interactive effects of plant genotype and environment on plant traits and insect herbivore performance: a meta-analysis with Salicaceae. Funct Ecol 33:422â€“435. https:// doi. org/ 10. 1111/ 1365- 2435. 13249","The strength of that relationship, however, is context-dependent (Barker et al. 2019).",TRUE,FALSE,FALSE
"Barragan-Jason G, de Mazancourt C, Parmesan C, Singer MC, Loreau M (2022) Humanâ€“nature connectedness as a pathway to sustainability: a global meta-analysis. Conserv Lett 15:e12852. https:// doi. org/ 10. 1111/ conl. 12852","For instance, psychological and physical connections with nature enhance the value of nature and help reduce destructive practices toward nature (Barragan- Jason et al. 2022), and direct interaction with nature reduces biophobia in children (Soga et al. 2020).",TRUE,FALSE,FALSE
"Barral, M. P., Rey Benayas, J. M., Meli, P., & Maceira, N. O. (2015). Quantifying the impacts of ecological restoration on biodiversity and ecosystem services in agroecosystems: A global meta-analysis. Agriculture, Ecosystems & Environment, 202, 223â€“231.","Our work supports the findings of prior syntheses that show restoration increases ecosystem services in freshwater wetlands (Meli et al., 2014), forests (Crouzeilles et al., 2016; Shimamoto et al., 2018), grasslands (Ren et al., 2016), agroecosystems (Barral et al., 2015), and other temperate and tropical freshwater and terrestrial ecosystems (Benayas et al., 2009).",TRUE,FALSE,FALSE
"Barrett LT, et al. 2018. Impacts of marine and freshwater aquaculture on wildlife: a global meta-analysis. Rev Aquacult. 11(4):1022â€“1044.","Thirdly, native fish populations may be negatively impacted by competition for resources, predation, and hybridization, whether intentionally or accidentally (Barrett et al. 2018).",TRUE,FALSE,FALSE
"Barrett LT, et al. 2018. Impacts of marine and freshwater aquaculture on wildlife: a global meta-analysis. Rev Aquacult. 11(4):1022â€“1044.",The farmâ€™s sheltering function is primarily associated with the provisioning of artificial physical structures acting like fish aggregating devices or artificial reefs (Dempster et al. 2011; Sanchez-Jerez et al. 2011; Uglem et al. 2014; Barrett et al. 2018; Callier et al. 2018).,TRUE,FALSE,FALSE
"Barrett LT, et al. 2018. Impacts of marine and freshwater aquaculture on wildlife: a global meta-analysis. Rev Aquacult. 11(4):1022â€“1044.","Secondly, native fish communities may be affected by alterations of habitat and water quality and exchanges of parasites and diseases between the native and cultured fish (Barrett et al. 2018; Njiru et al. 2018)",TRUE,FALSE,FALSE
"Barron DG, Brawn JD, Weatherhead PJ (2010) Meta-analysis of transmitter effects on avian behaviour and ecology. Methods in Ecology and Evolution 1, 180â€“187. doi:10.1111/j.2041-210X.2010.00013.x","Transmitter effects on birds have been well documented (Barron et al. 2010; Bernardo et al. 2011), although how and to what degree an animal is affected can vary depending on transmitter specifications and speciesâ€™ characteristics",FALSE,FALSE,FALSE
"Barron DG, Brawn JD, Weatherhead PJ (2010) Meta-analysis of transmitter effects on avian behaviour and ecology. Methods in Ecology and Evolution 1, 180â€“187. doi:10.1111/j.2041-210X.2010.00013.x","In many cases, there are few or no examples to inform expectations for how a particular species responds to the stress of capture (Spotswood et al. 2012), in which case it may be necessary to rely on studiesof similar species or broader descriptions of best practices for capture (Murray and Fuller 2000; Gannon et al.2007; Barron et al.2010).",FALSE,FALSE,FALSE
"Barron DG, Brawn JD, Weatherhead PJ (2010) Meta-analysis of transmitter effects on avian behaviour and ecology. Methods in Ecology and Evolution 1, 180â€“187. doi:10.1111/j.2041-210X.2010.00013.x","Transmitter design (Dougill et al. 2000; Severson et al. 2019), or the manner in which the transmitter is fitto the animal (Barron et al. 2010), can exacerbate the risk of post-capture mortality.",TRUE,FALSE,FALSE
"Barron, D. G., J. D. Brawn, and P. J. Weatherhead. 2010. Metaâ€analysis of transmitter effects on avian behaviour and ecology. Methods in Ecology and Evolution 1:180â€“187.","A plausible explanation for the low number of nests is the effect of backpack transmitters (Paquette et al. 2007, Barron et al. 2010), which can negatively affect nesting propensity of breeding female mallards compared to other tracking devices (e.g., implants, sutured backpacks; Rotella et al. 1993).",TRUE,FALSE,FALSE
"Barron, D. G., J. D. Brawn, and P. J. Weatherhead. 2010. Metaâ€analysis of transmitter effects on avian behaviour and ecology. Methods in Ecology and Evolution 1:180â€“187.","Because the behavioral effects of backpack transmitters (Barron et al. 2010, Kesler et al. 2014) may not be accounted for using adjustment periods (Garretson et al. 2000), we did not remove any data immediately following transmitter deployment (i.e., transmitter adjustment period).",TRUE,FALSE,FALSE
"Barron, D. G., J. D. Brawn, and P. J. Weatherhead. 2010. Metaâ€analysis of transmitter effects on avian behaviour and ecology. Methods in Ecology and Evolution 1:180â€“187.","Though this procedure is commonly used in translocation studies, transmitters can have negative effects on avian behavior and ecology regardless of the proportion of body mass, which could bias data (Barron et al. 2010).",TRUE,FALSE,FALSE
"Bartels M (2015) Genetics of Wellbeing and its components satisfaction with life, happiness, and quality of life: a review and Meta-analysis of Heritability Studies. Behav Genet 96:137â€“156. https:// doi.org/10.1007/s10519-015-9713-y",Evidence for the influence of the shared environment (C) or non-additive genetic effects (D) is limited and incon- sistent (Bartels 2015; Nes and RÃ¸ysamb 2015).,FALSE,FALSE,FALSE
"Bartels M (2015) Genetics of Wellbeing and its components satisfaction with life, happiness, and quality of life: a review and Meta-analysis of Heritability Studies. Behav Genet 96:137â€“156. https:// doi.org/10.1007/s10519-015-9713-y","In all the analyses described below, we decided not to model shared environmental variance (C) or non-additive genetic variance (D). Previous meta-analyses and reviews have shown little to no effect of C on (adult) well-being (Bartels 2015) and mixed evidence for social support (dependent on the type of support; Coventry et al. 2021).",TRUE,FALSE,FALSE
"Bartlett, M. K., Scoffoni, C., & Sack, L. (2012). The determinants of leaf turgor loss point and prediction of drought tolerance of species and biomes: A global meta-analysis. Ecology Letters, 15(5), 393â€“405. https://doi.org/10.1111/j.1461-0248.2012.01751.x","However, these traits may not always be mechanistically adaptive for given climate variables (Bartlett, Scoffoni, & Sack, 2012; Buckley et al., 1980).",TRUE,FALSE,FALSE
"Bartlett, M. K., Scoffoni, C., & Sack, L. (2012). The determinants of leaf turgor loss point and prediction of drought tolerance of species and biomes: A global meta-analysis. Ecology Letters, 15(5), 393â€“405. https://doi.org/10.1111/j.1461-0248.2012.01751.x","It is strongly correlated with drought tolerance within and across species, that is more tolerant species tend to have larger Ï€tlp and to withstand lower soil water potentials (Bartlett, Scoffoni, & Sack, 2012)",TRUE,TRUE,FALSE
"Bartlett, M. K., Scoffoni, C., & Sack, L. (2012). The determinants of leaf turgor loss point and prediction of drought tolerance of species and biomes: A global meta-analysis. Ecology Letters, 15(5), 393â€“405. https://doi.org/10.1111/j.1461-0248.2012.01751.x","Across California, species with high Climate-PC1 scores, which are adapted to drier warmer climates and more alkaline soils, have thicker and denser leaves, more negative turgor loss point and lower carbon discrimination rates, which confer higher tolerance to aridity by allowing the plants to continue photosynthesis when water availability is low and/or contributing to fast growth when water is available (Bartlett, Scoffoni, & Sack, 2012; Fletcher et al., 2018; Kramp et al., 2022).",FALSE,FALSE,FALSE
