article_id,meta_ref_id,is_meta_ref_meta_analysis,meta_ref_section,meta_ref_section_adj,meta_ref_quotes
00033472_009036,"arnqvist, g., rowe, l., krupa, j. j., & sih, a. (1996). assortative mating by size: a meta-analysis of mating patterns in water striders. evolutionary ecology, 10(3), 265e284. https://doi.org/10.1007/bf01237684",TRUE,introduction,introduction,"when individuals in a population share similar mate choice preferences for size, a population level pairing pattern can arise, such as positive or negative assortment (arnqvist et al., 1996; burley, 1983; jiang et al., 2013). positive assortment is characterized by a positive correlation between a male and female trait within pairs, such as large males paired with large females and small males paired with small females (arnqvist et al., 1996; rueger et al., 2016), whereas negative assortment is characterized by a negative cor- relation between a male and female trait within pairs (jo€nsson, 1987; petrie, 1983)."
00033472_012194,"mathot, k. j., dingemanse, n. j., & nakagawa, s. (2019). the covariance between metabolic rate and behaviour varies across behaviours and thermal types: meta-analytic insights. biological reviews, 94, 1056e1074.",TRUE,discussion/conclusion,results/discussion/conclusion,"foraging behaviour and antipredator responsiveness may often be correlated if they are both shaped by the same underlying mechanisms (e.g. energetic constraints, see mathot et al., 2019), which appears to be the case in our population of chickadees as well (mathot et al., 2022).; a large-scale meta-analysis has shown that both foraging and antipredator boldness are positively correlated with metabolic rate (mathot et al., 2019), and we suggest that among-individual differences in energy requirements may be an important driver of variation in suites of behavioural traits that ultimately affect (re-) capture probability."
00033472_012194,"moiron, m., laskowski, k. l., & niemela, p. t. (2020). individual differences in € behaviour explain variation in survival: a meta-analysis. ecology letters, 23(2), 399e408. https://doi.org/10.1111/ele.13438",TRUE,methods,methods,"for behavioural data, we initially attempted to construct five separate bivariate models for each behavioural trait with repeated measures of behaviour fitted as one response variable and recapture (1 ¼ yes, 0 ¼ no) as a second response variable with no repeated measures within year, following moiron et al. (2020)"
00063207_000424,"van klink, r., bowler, d.e., gongalsky, k.b., swengel, a.b., gentile, a., chase, j.m., 2020. meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. science 368, 417–420.",TRUE,introduction,introduction,"such declines, both in abundance and diversity, have been well documented for the past half-century, especially in temperate regions of north america and europe (hallmann et al., 2017; seibold et al., 2019; van klink et al., 2020; wagner, 2020).; climate change is also considered potentially critical, although its current role is still understudied. some recent work suggests it hardly affected butterfly decline so far, especially in temperate regions (s´anchez-bayo and wyckhuys, 2019; van klink et al., 2020), while others rank it already among the most impactful drivers (warren et al., 2001; heikkinen et al., 2010; devictor et al., 2012; wagner et al., 2021; harvey et al., 2023)."
00063207_002887,"vellend, m., baeten, l., myers-smith, i.h., elmendorf, s.c., beaus´ejour, r., brown, c.d., et al., 2013a. global meta-analysis reveals no net change in local-scale plant biodiversity over time. proc. natl. acad. sci. u.s.a. 110, 19456–19459.",TRUE,introduction,introduction,"long-term time series are an invaluable source for assessing the impact of global change on plant community biodiversity (leach and givnish, 1996; damschen et al., 2010; de frenne et al., 2013; vellend et al., 2013a; zhumanova et al., 2021; jandt et al., 2022). ; resurveys of historical vegetation plots have provided information on much debated issues, including long-term trends in anthropogenic loss of species richness (h´edl et al., 2010; van calster et al., 2007; vellend et al., 2013a) and biotic homogenization (keith et al., 2009; naaf and wulf, 2010; amatangelo et al., 2011; sebesta ˇ et al., 2011; staude et al., 2022). ; if analysed jointly, our resurvey datasets in floodplain forest plant communities correspond to the no net species richness change hypothesis (vellend et al., 2013a; dornelas et al., 2014; bernhardt-romermann ¨ et al., 2015; chase et al., 2019)."
00063207_005185,"carrasquilla-henao, m., juanes, f., 2017. mangroves enhance local fisheries catches: a
 global meta-analysis. fish fish. 18 (1), 79–93.",TRUE,methods,methods,"this is because mangrove habitats are important
 fish habitats (aburto-oropeza et al., 2008; carrasquilla-henao and
 juanes, 2017), and mangrove restorations are widely implemented
 across the world to respond to losses of mangrove habitats (hagger et al.,
 2022)."
00063207_006553,"thorn, s., bassler, ¨ c., brandl, r., burton, p.j., cahall, r., campbell, j.l., castro, j., choi, c.y., cobb, t., donato, d.c., 2018. impacts of salvage logging on biodiversity: a meta-analysis. j. appl. ecol. 55, 279–289.",TRUE,discussion/conclusion,results/discussion/conclusion,"protecting unburnt refuges from further fire, or other major disturbances such as salvage logging (thorn et al., 2018) will support recolonisation of recovering burnt areas."
00063207_008927,"plieninger, t., hui, c., gaertner, m., huntsinger, l., 2014. the impact of land
abandonment on species richness and abundance in the mediterranean basin: a
meta-analysis. plos one 9, e98355.",TRUE,introduction,introduction,"it is wellestablished that agricultural abandonment benefits overall biodiversityand carbon sequestration via woodland expansion if given enough time(isbell et al., 2019; plieninger et al., 2014)."
00063207_011177,"maclean, s.a., beissinger, s.r., 2017. species’traits as predictors of range shifts under
 contemporary climate change: a review and meta-analysis. glob. chang. biol. 23,
 4094–4105. https://doi.org/10.1111/gcb.13736.",TRUE,introduction,introduction,"although there are a lot of studies on climate-
 induced phenological responses (maclean and beissinger, 2017 e.g.
 parmesan, 2007; root et al., 2003), the influence of latitude remains
 unambiguous."
00063606_004272,"gotelli, n., & mccabe, d. (2002). species co-occurrence: a meta-analysis of j. m. diamond's assembly rules model. ecology, 83, 2091–2096.",TRUE,methods,methods,"therefore, we used standardized effect sizes (ses; gotelli & mccabe, 2002) to express the morphological structure of fdpg and mntd, and morphological clustering or overdispersion are indicated by positive or negative values of these indices, respectively (additional null model details in table s2)."
00063606_008860,"sinsch, u., & dehling, j. m. (2017). tropical anurans mature early and die young: evidence from eight afromontane hyperolius species and a meta-analysis. plos one, 12(2), e0171666.",TRUE,discussion/conclusion,results/discussion/conclusion,"although growth curves for a. cruciger females are lacking, in many tropical and mid-elevation anurans males mature slightly earlier or at the same age than fe- males (duellman & trueb, 1994; morrison & hero, 2003; sinsch & dehling, 2017) but females usually grow faster (brum et al., 2022; lópez et al., 2017; sinsch & dehling, 2017)."
00063606_008939,"dybala, k. e., matzek, v., gardali, t., & seavy, n. e. (2019). carbon sequestration in riparian forests: a global synthesis and meta-analysis. global change biology, 25(1), 57–67. https://doi.org/10.1111/gcb.14475",TRUE,introduction,introduction,"these areas have distinctive plant–species composition (drucker et al., 2008; guedes et al., 2022; pansini et al., 2016; schietti et al., 2014) and provide multiple ecosystem services (dybala et al., 2019)."
00063606_011182,"van klink, r., bowler, d. e., gongalsky, k. b., swengel, a. b., gentile, a., & chase, j. m. (2020). meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. science, 368, 417–420.",TRUE,introduction,introduction,"evidence of declines is supported by meta-analyses and reviews (dirzo et al., 2014; habel et al., 2019; potts et al., 2010; sánchez-bayo & wyckhuys, 2019; van klink et al., 2020; wagner, 2020), as well as comparisons of current and past arthropod communities (akite et al., 2015; hallmann et al., 2021; lister & garcia, 2018); but see (crossley et al., 2020; schowalter et al., 2021; willig & presley, 2022)."
00063606_011405,"nichols, e., larsen, t., spector, s., davis, a. l., escobar, f., favila, m., & vulinec, k. (2007). global dung beetle response to tropical forest modification and fragmentation: a quantitative literature review and meta-analysis. biological conservation, 137(1), 1–19. https://doi. org/10.1016/j.biocon.2007.01.023",TRUE,introduction,introduction,"because of this, dung bee- tles are an optimal focal taxon for biodiversity research and conser- vation (herzog et al., 2013; nichols et al., 2007; slade et al., 2011; spector, 2006), and like many other insects, dung beetles are im- pacted by climate warming (holley & andrew, 2019)."
00063606_015810,"gardner, c. j., bicknell, j. e., baldwin-cantello, w., struebig, m. j., & davies, z. g. (2019). quantifying the impacts of defaunation on natural forest regeneration in a global meta-analysis. nature communications, 10, 4590.",TRUE,discussion/conclusion,results/discussion/conclusion,"however, our examples are ubiquitous in the tropics and defaunation is a widespread phenomenon—from the polar icecaps to the equator— inducing detrimental impacts at landscape to global scales (gardner et al., 2019)."
00063606_015984,"munguía-rosas, m. a., sosa, v. j., ojeda, m. m., & arturo de-nova, j.(2009). specialization clines in the pollination systems of agaves(agavaceae) and columnar cacti (cactaceae): a phylogeneticallycontrolled meta-analysis. american journal of botany, 96(10), 1887–1895. https://doi.org/10.3732/ajb.0800392",TRUE,introduction,introduction,"the higher array of available resources in richer com-munities can decrease niche overlap due to an asymmetry in thenumber of resources and resource exploiters (armbruster, 2006;munguía-rosas et al., 2009)."
